id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
15023,I,1.325,1.0125,0.3,21.4038725,9.8372765,4.195726,4.989512,8
15024,M,1.5,1.15,0.4,31.62386725,14.4298955,6.25106475,8.9300925,12
15025,F,1.475,1.1375,0.4125,30.1355185,14.61416725,7.087375,7.087375,9
15026,M,1.4875,1.1375,0.3875,29.7386255,13.097469,5.40057975,8.3631025,8
15027,I,1.175,0.8375,0.275,12.927372,4.80524025,2.721552,4.53592,8
15028,M,1.65,1.2625,0.45,40.5114355,17.08057375,8.3631025,11.3114505,12
15029,M,1.625,1.3125,0.4375,41.318036,18.824068,8.83086925,9.2135875,12
15030,F,1.45,1.175,0.4,28.8314415,9.96484925,5.74077375,9.07184,10
15031,M,1.5125,1.2,0.375,32.89959475,14.92601175,6.95980225,9.355335,10
15032,M,1.1875,0.8875,0.35,14.004653,5.1312595,2.76407625,5.216308,16
15033,I,0.9,0.6625,0.2,6.13766675,2.721552,1.0489315,1.927766,6
15034,I,1.475,1.175,0.3625,25.92561775,12.757275,5.48562825,6.066793,9
15035,F,1.5,1.25,0.425,37.0527965,14.628342,7.824462,12.757275,13
15036,I,0.9,0.6625,0.2,6.70465675,2.721552,1.31825175,1.984465,7
15037,M,1.4125,1.1375,0.375,26.63435525,11.75086775,5.17378375,9.07184,10
15038,M,1.3375,1.025,0.325,20.184844,7.55514175,5.25883225,6.6621325,12
15039,I,1.0125,0.775,0.275,8.09378225,3.912231,1.7293195,2.83495,8
15040,F,1.45,1.1125,0.375,26.18076325,10.149121,6.80388,7.654365,14
15041,F,1.3125,1,0.2875,17.50581625,7.69688925,4.89028875,5.953395,11
15042,F,1.575,1.2125,0.4125,35.62114675,16.0174675,8.34892775,9.4970825,9
15043,M,1.725,1.325,0.475,45.23162725,15.35125425,9.015141,13.60776,20
15044,M,1.25,0.9875,0.3875,19.107563,9.42620875,3.9972795,6.19436575,8
15045,F,1.5,1.2,0.375,33.8776525,14.04717725,7.7394135,8.0796075,9
15046,M,1.375,1.1125,0.375,28.066005,9.468733,6.406987,10.3475675,12
15047,I,1.3625,1.0625,0.325,21.72989175,9.8372765,5.06038575,5.726599,8
15048,I,1.2,0.9625,0.35,15.74814725,7.07320025,2.8632995,4.9611625,7
15049,F,1.5125,1.1875,0.3875,29.5685285,12.0485375,6.350288,8.9300925,9
15050,M,1.375,1.1,0.375,24.28134675,9.19941275,4.8477645,7.087375,10
15051,F,1.575,1.2125,0.425,35.13920525,17.463292,7.6827145,9.4970825,9
15052,I,1.05,0.7625,0.25,10.27669375,4.9611625,1.77184375,2.324659,7
15053,F,1.6125,1.2,0.3625,31.51046925,15.46465225,7.01650125,8.1930055,12
15054,F,1.4375,1.1875,0.375,27.1304715,12.34620725,5.273007,7.93786,14
15055,M,0.9,0.675,0.25,6.1518415,2.50893075,1.40330025,2.02698925,7
15056,F,1.6375,1.2625,0.425,43.02036625,19.6462035,9.015141,12.190285,11
15057,M,1.5,1.1625,0.4125,29.199985,14.10387625,5.8116475,7.7961125,10
15058,I,0.9625,0.7,0.2,7.314171,2.70737725,1.51669825,2.26796,9
15059,M,1.375,1.0375,0.35,21.64484325,9.241937,4.3374735,7.5126175,12
15060,F,1.3125,1,0.3125,16.85377775,7.711064,3.7137845,4.3941725,10
15061,F,1.65,1.2625,0.5125,42.73687125,14.2030995,11.226402,11.623295,14
15062,F,1.675,1.3375,0.4625,41.673765,15.66309875,10.07824725,12.11941125,14
15063,F,1.5,1.2125,0.3875,32.92794425,13.5794105,6.67630725,8.9300925,11
15064,M,1.4375,1.125,0.3875,30.4190135,10.78698475,6.13766675,9.4970825,15
15065,M,1.525,1.2125,0.4,28.973189,15.422128,4.9044635,7.654365,10
15066,M,1.5375,1.2125,0.475,32.0065855,12.927372,6.747181,9.07184,11
15067,I,0.9,0.6625,0.2,6.577084,2.3530085,1.40330025,1.8427175,6
15068,I,0.9125,0.675,0.2,6.30776375,2.31048425,1.190679,1.984465,5
15069,F,1.6375,1.2875,0.475,41.900561,17.78931125,8.68912175,11.3398,11
15070,I,1.175,0.8875,0.35,13.551061,5.28718175,3.2601925,4.53592,9
15071,I,1.1125,0.8375,0.3,11.94931425,5.51397775,2.7499015,3.3735905,7
15072,F,1.7375,1.4125,0.4875,49.68249875,23.6151335,9.015141,13.494362,11
15073,F,1.6375,1.25,0.4375,39.41997975,16.93882625,8.3631025,13.4660125,11
15074,I,1.0125,0.7875,0.3,9.8372765,4.55009475,2.22543575,2.83495,8
15075,M,1.6375,1.35,0.475,41.730464,17.519991,9.53960675,13.4660125,11
15076,I,1.1625,0.875,0.275,13.02659525,6.6621325,2.50893075,3.288542,7
15077,M,1.375,1.075,0.375,27.00289875,7.597666,5.5281525,9.7805775,16
15078,I,1.05,0.8125,0.225,9.25611175,4.252425,1.417475,2.778251,7
15079,F,1.4125,1.1,0.3625,29.1149365,12.1052365,7.427569,7.087375,10
15080,I,0.9625,0.725,0.2375,7.6260155,3.1467945,1.68679525,2.11203775,9
15081,M,1.2875,1,0.3125,16.839603,6.0951425,4.025629,5.5281525,11
15082,F,0.875,0.6375,0.2375,5.1879585,2.08368825,1.09145575,1.70097,7
15083,M,1.75,1.3,0.5,47.18774275,21.67319275,10.602713,11.4815475,15
15084,I,1.0125,0.8125,0.275,10.2341695,4.55009475,1.88524175,2.9199985,8
15085,M,1.625,1.25,0.475,34.8415355,14.855138,7.881161,11.1980525,11
15086,I,0.9,0.675,0.2375,5.6699,2.0695135,1.587572,1.7293195,7
15087,F,1.6,1.2875,0.4375,44.22522,18.6256215,9.11436425,10.3475675,11
15088,M,1.45,1.1,0.4,24.47979325,10.375917,6.36446275,8.0796075,10
15089,M,1.4875,1.1625,0.35,30.34813975,9.355335,6.350288,8.788345,16
15090,F,1.4125,1.1125,0.375,24.38057,11.58077075,5.499803,6.80388,8
15091,I,0.825,0.6625,0.2125,5.82582225,2.31048425,1.077281,1.70097,7
15092,I,1.15,0.9125,0.275,13.097469,6.25106475,2.42388225,3.118445,7
15093,I,0.9625,0.775,0.25,8.06543275,3.01922175,2.1262125,2.83495,8
15094,I,1.25,0.975,0.3625,17.7184375,6.56290925,3.86970675,6.6621325,21
15095,F,1.7375,1.4125,0.5,57.6345335,21.2904745,11.38232425,17.0097,25
15096,M,1.375,1.1,0.3375,22.21183325,10.61688775,4.309124,6.23689,9
15097,F,1.5875,1.2625,0.4625,37.3929905,16.71203025,7.47009325,12.0485375,10
15098,M,1.25,0.9375,0.3125,16.896302,6.59125875,3.9405805,5.2446575,11
15099,M,1.5125,1.15,0.4125,25.95396725,11.35397475,6.98815175,6.76135575,9
15100,I,1.025,0.75,0.25,9.19941275,4.63514325,1.7293195,2.9766975,6
15101,F,1.275,0.9375,0.3625,15.4504775,6.42116175,3.231843,4.8477645,12
15102,I,1.5,1.225,0.325,35.67784575,12.40290625,7.35669525,9.63883,14
15103,M,1.1625,0.8875,0.3,19.8163005,9.48290775,3.515338,6.6621325,8
15104,M,1.575,1.275,0.4375,36.230661,16.65533125,8.03708325,10.489315,9
15105,F,1.6125,1.25,0.4,35.33765175,15.52135125,8.29222875,9.2702865,14
15106,F,1.3375,1.05,0.3375,21.1203775,8.66077225,4.09650275,5.23048275,8
15107,I,0.7375,0.5375,0.1875,4.2807745,1.871067,0.7654365,1.2757275,5
15108,F,1.275,1,0.325,21.72989175,8.29222875,4.97533725,5.953395,7
15109,M,1.5,1.1875,0.4125,29.49765475,10.3475675,6.50621025,9.07184,10
15110,M,1.3125,1.0125,0.35,19.8163005,8.91591775,4.7910655,5.953395,10
15111,F,1.45,1.1375,0.375,27.9809565,10.13494625,5.839997,8.3631025,15
15112,M,1.6875,1.325,0.4,39.7743485,17.93105875,8.60407325,11.1980525,11
15113,M,1.525,1.225,0.3625,31.638042,14.16057525,7.24329725,8.3631025,10
15114,F,1.5375,1.1875,0.375,31.62386725,11.8784405,6.690482,9.07184,9
15115,M,1.5,1.175,0.4,29.937072,12.417081,7.0023265,8.788345,12
15116,F,1.5,1.175,0.4125,30.09299425,14.4298955,6.90310325,9.922325,10
15117,M,1.4375,1.1,0.4,27.25804425,11.41067375,4.706017,7.7961125,13
15118,M,1.8125,1.4375,0.5,52.29065275,26.97454925,12.8423235,13.60776,10
15119,M,1.675,1.35,0.5,40.993377,17.70426275,9.128539,11.3398,18
15120,F,1.4625,1.15,0.3875,28.066005,13.99047825,5.25883225,7.44174375,8
15121,I,1.3875,1.0875,0.4125,21.715717,9.412034,4.422522,6.9456275,8
15122,M,1.5875,1.3,0.4625,36.457457,16.0741665,7.27164675,11.3398,10
15123,I,0.7,0.575,0.175,3.40194,1.17650425,0.8788345,1.13398,9
15124,M,1.0375,0.8125,0.2625,10.13494625,4.63514325,2.45223175,2.83495,12
15125,I,0.875,0.6375,0.2,4.55009475,1.60174675,0.86465975,1.360776,6
15126,M,1.45,1.1625,0.3875,25.41532675,8.845044,4.86193925,9.4970825,14
15127,I,0.9375,0.7,0.2375,6.0384435,3.18931875,1.304077,2.05533875,6
15128,M,1.5375,1.25,0.4375,34.699788,17.16562225,6.39281225,9.4970825,13
15129,M,1.1875,0.9125,0.2875,14.004653,5.71242425,2.721552,4.3941725,10
15130,M,1.1625,0.8875,0.3125,14.7133905,6.13766675,3.38776525,5.2446575,12
15131,F,1.0875,0.85,0.2875,11.35397475,5.74077375,2.891649,3.96893,9
15132,M,1.5625,1.2375,0.3875,33.83512825,16.23008875,6.59125875,9.63883,10
15133,M,1.175,0.925,0.275,15.57805025,7.93786,3.75630875,4.2807745,8
15134,M,1.425,1.125,0.45,33.18308975,12.5588285,7.10154975,10.0640725,14
15135,F,1.5875,1.275,0.4125,36.23202125,14.18892475,8.80251975,11.056305,13
15136,M,1.55,1.175,0.375,32.33260475,14.21727425,7.29999625,7.087375,10
15137,I,1.2,0.925,0.3,15.2236815,6.8322295,3.3168915,4.53592,8
15138,I,1.1,0.9,0.275,12.99824575,5.1312595,2.551455,3.685435,7
15139,F,1.5625,1.25,0.4375,32.16250775,14.5999925,6.2652395,9.2135875,11
15140,M,1.4375,1.175,0.4125,28.91649,15.989118,5.59902625,7.5126175,10
15141,I,0.925,0.7,0.25,7.49844275,3.69960975,1.63009625,2.1262125,6
15142,M,1.4625,1.15,0.3875,39.179009,19.220961,6.4920355,8.3631025,10
15143,M,1.65,1.2625,0.475,34.5013415,15.5071765,7.47009325,10.3475675,10
15144,I,1.025,0.7875,0.2875,10.33339275,4.2807745,2.25378525,2.6932025,8
15145,M,1.4375,1.125,0.375,27.8108595,12.74310025,5.76912325,8.0796075,10
15146,I,0.5,0.35,0.1125,0.69456275,0.29766975,0.3118445,0.3685435,5
15147,I,0.6375,0.475,0.175,2.721552,0.89300925,0.4252425,0.7087375,1
15148,I,1.4625,1.05,0.3875,24.79163775,10.432616,4.86193925,7.654365,12
15149,I,1.4375,1.125,0.3625,22.58037675,10.319218,5.556502,6.6054335,11
15150,F,1.1875,0.8875,0.3625,14.67086625,5.273007,3.52951275,5.953395,9
15151,M,1.45,1.15,0.4125,28.36367475,10.50348975,6.2652395,8.788345,11
15152,I,1.0375,0.8,0.25,10.27669375,4.9611625,2.36718325,2.6365035,7
15153,I,0.6375,0.4875,0.15,2.891649,0.89300925,0.453592,0.6520385,5
15154,I,1.05,0.775,0.2375,11.55242125,5.556502,2.324659,2.83495,7
15155,I,1.1625,0.9375,0.25,14.33067225,6.633783,3.118445,3.96893,8
15156,I,0.9,0.7125,0.225,6.53455975,2.84912475,1.2190285,1.85689225,7
15157,F,1.45,1.125,0.375,25.27357925,10.9712565,5.45727875,7.087375,13
15158,I,1.075,0.8,0.275,10.61688775,4.63514325,2.2963095,3.84135725,7
15159,I,0.4375,0.275,0.125,0.510291,0.21262125,0.0850485,0.1417475,5
15160,I,1.175,0.8,0.25,14.64251675,6.6054335,3.515338,4.252425,8
15161,M,1.3,0.9875,0.3125,18.24290325,9.6104805,3.8838815,4.7343665,8
15162,I,0.7125,0.525,0.125,2.83495,0.963883,0.396893,0.737087,5
15163,M,1.5,1.1625,0.3,30.17804275,13.90542975,6.2652395,8.60407325,12
15164,F,1.325,1.0875,0.2875,20.5533875,7.087375,3.92640575,6.39281225,8
15165,F,1.575,1.25,0.425,35.84794275,16.0174675,9.56795625,8.9300925,13
15166,I,1.15,0.8875,0.3125,13.99047825,5.8683465,3.061746,3.8271825,8
15167,I,0.925,0.6875,0.25,6.59125875,2.6365035,1.587572,2.50893075,8
15168,M,1.4625,1.175,0.375,30.67222125,13.6361095,6.56290925,8.88756825,11
15169,F,1.4125,1.0875,0.425,31.808139,11.1413535,6.350288,10.6310625,17
15170,M,1.5625,1.1375,0.3625,25.684647,13.097469,5.93922025,7.37087,8
15171,M,1.475,1.1625,0.325,31.19862475,14.5999925,5.82582225,7.5126175,9
15172,I,0.8875,0.7,0.2125,6.16601625,2.7499015,1.077281,1.8994165,6
15173,F,1.6,1.25,0.4375,38.55532,17.293195,7.824462,10.3475675,12
15174,F,1.325,1.0875,0.4125,26.9036755,9.87980075,5.45727875,7.7961125,17
15175,F,1.675,1.375,0.4375,36.61337925,17.8885345,8.63242275,9.355335,9
15176,M,1.4625,1.1875,0.4,30.40483875,13.87708025,6.8322295,7.7961125,10
15177,F,1.4125,1.1125,0.4375,28.2644515,12.85649825,6.78970525,7.654365,10
15178,F,1.6625,1.2625,0.4625,36.04638925,17.78931125,6.690482,9.73805325,12
15179,F,1.4,1.0875,0.3875,29.63940225,12.40290625,6.08096775,8.221355,10
15180,I,1.0625,0.8,0.225,10.41844125,4.74854125,2.14038725,2.9766975,7
15181,F,1.4375,1.15,0.35,24.323871,12.14776075,4.6209685,6.81805475,9
15182,F,1.425,1.1,0.3625,23.5584345,10.149121,4.89028875,7.2291225,10
15183,M,1.6,1.2625,0.45,35.02580725,15.0535845,8.4765005,10.8011595,11
15184,M,1.7625,1.4125,0.3875,38.6403685,16.5844575,6.4920355,9.07184,11
15185,M,1.5875,1.2375,0.3875,34.26037075,17.519991,7.3425205,10.0640725,11
15186,I,1.325,1.05,0.325,19.06503875,8.46232575,4.5642695,5.953395,8
15187,I,1.3625,1,0.3,19.09338825,9.79475225,3.7137845,5.25883225,8
15188,F,1.7125,1.275,0.4375,40.1145425,18.41300025,8.71747125,10.489315,10
15189,I,1.25,0.9625,0.3125,18.427175,8.54737425,3.742134,4.63514325,8
15190,I,1.175,0.8625,0.2625,12.7289255,6.293589,2.33883375,3.96893,7
15191,F,1.525,1.2,0.425,33.57998275,15.195332,7.72523875,8.0796075,9
15192,M,0.725,0.525,0.1875,3.38776525,2.48058125,0.77961125,0.850485,6
15193,M,1.3125,1.0625,0.4,23.68600725,9.99319875,5.8116475,6.0951425,16
15194,I,0.6875,0.5,0.15,2.84912475,1.1056305,0.66621325,0.850485,5
15195,M,1.25,0.975,0.3125,16.71203025,7.27164675,3.38776525,5.2446575,9
15196,F,1.6125,1.2125,0.475,40.07201825,18.24290325,8.334753,11.3398,13
15197,I,1.5,1.075,0.35,23.09066775,14.0330025,5.51397775,5.216308,9
15198,M,1.375,1.0625,0.4125,22.2543575,9.015141,5.74077375,7.087375,12
15199,I,1.5125,1.1875,0.425,29.44095575,11.1413535,6.22271525,9.7805775,16
15200,I,1.2125,0.9125,0.3,14.69921575,7.597666,3.10427025,3.86970675,7
15201,F,1.325,1.0375,0.375,20.14231975,9.48290775,5.1879585,5.953395,8
15202,I,1.2,0.95,0.2875,16.7120303,8.77417025,4.3941725,4.819415,6
15203,I,1.125,0.8125,0.25,11.1413535,4.706017,2.551455,3.40194,8
15204,F,1.4875,1.2,0.4625,33.40988575,14.911837,8.43397625,11.056305,12
15205,F,1.425,1.0625,0.375,24.62154075,8.561549,6.22271525,7.7961125,11
15206,F,1.7625,1.3125,0.425,41.31939625,17.2081465,9.015141,12.47378,10
15207,I,0.975,0.75,0.225,7.5126175,3.04757125,1.70097,2.26796,6
15208,M,1.2625,0.9625,0.3125,16.896302,4.9611625,3.7137845,5.953395,11
15209,I,0.925,0.7,0.2375,6.80388,2.42388225,1.757669,2.4097075,7
15210,M,1.25,0.9375,0.3375,18.01610725,7.654365,4.2240755,4.63514325,8
15211,F,1.4125,1.0375,0.4,23.00561925,8.77417025,4.12485225,6.80388,11
15212,I,1.1375,0.875,0.25,13.04077,6.76135575,3.01922175,3.33106625,7
15213,F,1.675,1.3,0.4875,45.92619,17.78931125,10.149121,13.7495075,12
15214,F,1.55,1.275,0.3625,31.34037225,15.4504775,6.93145275,7.55514175,10
15215,I,1.1625,0.875,0.25,14.118051,6.73300625,2.8066005,3.8271825,8
15216,F,1.5,1.1625,0.4125,29.32755775,10.149121,7.37087,10.20582,12
15217,I,0.625,0.4625,0.1625,1.94194075,0.7654365,0.396893,0.63786375,5
15218,I,0.9125,0.675,0.2125,6.180191,2.721552,1.54504775,1.984465,7
15219,M,1.25,0.95,0.3125,18.18620425,8.15048125,3.9405805,4.5642695,11
15220,F,1.4,1.1,0.3875,27.612413,12.190285,5.76912325,7.654365,13
15221,I,1.45,1.15,0.3875,25.3728025,11.12717875,5.59902625,8.221355,13
15222,F,1.5125,1.175,0.4125,33.622507,14.21727425,7.2858215,8.9300925,12
15223,I,1.1375,0.875,0.2625,12.60135275,6.0384435,2.664853,3.16096925,7
15224,I,1.275,0.9875,0.3125,16.45688475,7.5126175,3.345241,5.329706,8
15225,M,1.375,1.125,0.375,22.2543575,9.6671795,4.2807745,8.788345,8
15226,F,1.625,1.4,0.4375,43.828327,19.94387325,9.79475225,11.7650425,13
15227,I,0.7375,0.525,0.175,3.98310475,1.17650425,0.9922325,0.9922325,5
15228,M,1.6125,1.25,0.5,36.967748,16.3576615,9.412034,11.90679,11
15229,M,1.625,1.3,0.475,40.78075575,16.51358375,8.85921875,13.1825175,13
15230,F,1.5125,1.2125,0.4,33.849303,12.60135275,6.747181,11.90679,15
15231,I,1.15,0.8625,0.2625,11.35397475,4.6776675,2.3530085,3.8271825,13
15232,F,1.675,1.3,0.4875,42.2124055,15.592225,7.3425205,12.190285,20
15233,F,1.4625,1.1375,0.375,24.99008425,9.96484925,5.10291,7.087375,11
15234,F,1.625,1.3375,0.3875,36.55668025,14.21727425,8.09378225,13.04077,13
15235,I,1.0875,0.875,0.3,11.226402,5.03203625,2.2963095,3.5436875,9
15236,I,1.0125,0.7875,0.25,9.8372765,4.55009475,2.22543575,2.83495,8
15237,F,1.65,1.275,0.4125,35.19590425,16.34348675,7.41339425,8.7599955,8
15238,I,1.3125,1.025,0.3625,19.84465,8.32057825,3.44446425,5.386405,9
15239,M,1.2125,0.975,0.3375,17.50581625,5.76912325,4.94698775,6.0951425,13
15240,M,1.3375,1.05,0.45,24.6357155,9.7805775,4.9044635,8.0796075,10
15241,F,1.475,1.15,0.3375,28.2077525,13.16834275,6.36446275,6.9456275,8
15242,I,1.325,1.05,0.3,18.71067,8.1930055,3.8271825,5.5281525,9
15243,M,1.675,1.3375,0.3875,36.230661,17.19397175,6.30776375,10.0640725,9
15244,M,1.4875,1.175,0.4,29.49765475,13.154168,6.27941425,7.654365,10
15245,F,1.6875,1.3,0.4125,42.354153,20.87940675,8.66077225,10.489315,12
15246,I,1.275,1,0.325,20.28406725,7.95203475,4.8477645,6.0951425,13
15247,F,1.175,0.925,0.3,14.118051,5.96756975,3.47281375,4.819415,9
15248,M,1.3,1.0625,0.4,23.68600725,9.525432,4.89028875,7.654365,16
15249,F,1.2375,0.9375,0.325,18.75319425,8.3064035,4.12485225,5.2446575,8
15250,F,1.25,1,0.35,20.28406725,6.80388,4.989512,6.80388,13
15251,M,1.6125,1.2,0.425,39.3774555,19.6462035,8.3631025,10.0640725,9
15252,I,1.45,1.15,0.425,23.51591025,12.303683,5.23048275,6.747181,8
15253,F,1.125,0.8375,0.2625,11.94931425,5.85417175,2.65067825,3.96893,8
15254,I,0.925,0.675,0.2125,6.0384435,2.36718325,1.587572,1.984465,6
15255,F,1.1625,0.9,0.275,14.118051,6.066793,3.288542,3.96893,10
15256,M,1.1875,0.9375,0.3125,14.288148,6.066793,3.5436875,4.6776675,10
15257,I,0.825,0.625,0.2125,5.57067675,2.59397925,1.20485375,1.5592225,6
15258,M,0.875,0.6625,0.2375,4.819415,1.54504775,0.89300925,1.984465,16
15259,M,1.375,1.0625,0.375,23.09066775,11.679994,4.8477645,5.6699,9
15260,I,1.3125,1.025,0.35,20.4966885,8.0796075,4.09650275,6.9456275,9
15261,F,1.4625,1.1625,0.375,27.68328675,11.679994,5.8683465,8.221355,14
15262,F,1.5625,1.2,0.4625,34.06192425,16.726205,6.4353365,8.3631025,9
15263,I,1.2625,0.975,0.3125,18.4555245,9.865626,3.6570855,4.9611625,8
15264,I,0.6375,0.4625,0.1625,2.438057,0.8788345,0.63786375,0.7087375,4
15265,I,0.675,0.4875,0.1125,1.814368,0.7654365,0.4252425,0.60951425,5
15266,I,0.7,0.525,0.1875,3.458639,1.40330025,0.80796075,0.9922325,5
15267,F,1.3625,1.025,0.425,20.97863,7.47009325,4.762716,7.087375,13
15268,M,1.275,0.9125,0.325,15.03940975,6.81805475,3.6003865,3.9405805,8
15269,I,0.9375,0.7,0.1875,7.1724235,2.211261,1.6726205,2.1262125,7
15270,I,1.3,1.0875,0.3125,23.51591025,8.3064035,4.9044635,6.4920355,11
15271,M,1.5,1.175,0.3625,31.79396425,16.726205,7.314171,7.654365,9
15272,F,1.375,1.0625,0.375,24.437269,12.03436275,4.649318,5.5281525,9
15273,F,1.3125,1,0.325,17.73261225,7.0590255,3.742134,5.2446575,10
15274,F,1.4625,1.125,0.4125,28.76056775,12.813974,6.90310325,8.0796075,12
15275,F,1.5375,1.25,0.4875,32.31843,12.20445975,6.36446275,11.90679,16
15276,F,1.5625,1.175,0.4,26.08154,11.8217415,5.68407475,9.63883,11
15277,I,1.325,1.025,0.325,18.01610725,8.34892775,3.98310475,5.0178615,8
15278,I,1.0625,0.8125,0.2625,9.4970825,3.515338,1.7293195,2.83495,7
15279,F,1.3625,1.075,0.35,22.6796,9.48290775,6.4353365,6.23689,11
15280,M,1.7125,1.25,0.4375,37.32211675,17.93105875,8.66077225,10.489315,9
15281,F,1.4125,1.1,0.3125,24.720764,9.87980075,5.6415505,7.7961125,11
15282,M,1.2,0.9125,0.3125,15.37960375,7.9095105,3.9972795,4.3941725,8
15283,M,1.4375,1.1375,0.425,29.540179,13.4660125,6.30776375,7.5126175,12
15284,F,1.4625,1.1375,0.375,28.64716975,12.3320325,5.499803,8.221355,9
15285,M,1.0375,0.8125,0.25,10.53183925,4.80524025,2.87747425,3.40194,9
15286,I,0.9,0.7375,0.25,6.8322295,2.45223175,1.5025235,2.26796,7
15287,M,1.7375,1.375,0.5,49.32813,25.0893075,10.53183925,12.40290625,10
15288,F,1.8,1.375,0.4125,42.807745,24.76328825,11.5382465,12.09106175,10
15289,M,1.25,0.9625,0.3125,16.68368075,7.04485075,3.86970675,4.7910655,10
15290,F,1.475,1.1125,0.325,32.10580875,10.84368375,6.633783,8.00873375,11
15291,F,1.375,1.025,0.3625,23.51591025,10.21999475,5.1879585,7.7961125,15
15292,F,1.3625,1.0875,0.3875,24.1821235,7.7961125,5.11708475,7.5126175,17
15293,I,1.0125,0.775,0.25,8.901743,4.0539785,1.4458245,2.551455,7
15294,F,1.4,1.1,0.375,25.3728025,10.21999475,6.2652395,7.6827145,10
15295,F,1.375,1.175,0.3875,26.2232875,10.77281,6.19436575,8.107957,10
15296,F,1.4875,1.2,0.4125,35.777069,13.70698325,8.0229085,11.623295,15
15297,I,0.4875,0.3625,0.1125,1.13398,0.46776675,0.35436875,0.3118445,5
15298,I,0.7,0.5,0.175,3.6003865,1.34660125,0.7654365,0.9922325,6
15299,F,1.25,0.9625,0.2875,14.81261375,6.81805475,2.79242575,4.3941725,11
15300,I,0.8,0.625,0.1875,4.18155125,1.71514475,0.907184,1.2757275,4
15301,I,0.9375,0.7125,0.2375,6.93145275,2.211261,1.6726205,2.26796,7
15302,M,1.45,1.1125,0.425,22.72212425,9.85145125,4.15320175,7.087375,9
15303,M,1.15,0.9,0.3125,13.08329425,4.89028875,2.67902775,5.20213325,13
15304,M,1.3375,1.05,0.375,24.81998725,12.47378,6.56290925,5.88252125,10
15305,M,1.3875,1.1875,0.3625,25.52872475,10.90038275,4.479221,7.83863675,12
15306,M,1.25,0.95,0.4,18.71067,7.52679225,3.86970675,6.0951425,10
15307,F,1.525,1.15,0.375,30.6458095,12.587178,7.24329725,8.3631025,10
15308,I,0.8,0.6625,0.225,5.8683465,2.19708625,0.86465975,1.8427175,6
15309,M,1.65,1.2875,0.5125,41.00755175,19.674553,8.448151,10.64523725,10
15310,I,1.2375,0.9625,0.325,14.628342,5.5848515,3.69960975,4.6776675,11
15311,I,1.2,0.9125,0.3,13.8062065,6.123492,3.27436725,3.96893,8
15312,I,1.1625,0.8875,0.2875,13.53688625,5.96756975,2.45223175,3.005047,8
15313,F,1.65,1.3125,0.4125,41.8863863,20.525038,7.9095105,11.509897,12
15314,M,1.35,1.1,0.3375,24.7491135,11.38232425,4.86193925,6.0384435,12
15315,I,1.2625,1,0.3,16.45688475,7.24329725,3.6570855,5.953395,15
15316,I,0.95,0.675,0.25,8.00873375,3.18931875,1.7293195,2.324659,5
15317,F,1.45,1.125,0.375,26.12406425,9.42620875,6.3786375,8.3631025,15
15318,I,1.175,0.9125,0.2625,12.9557215,5.0745605,3.50116325,4.15320175,10
15319,I,1.1875,0.9125,0.3125,13.11164375,5.4147545,3.81300775,4.1106775,10
15320,M,1.6125,1.25,0.475,43.4597835,18.9091165,11.49572225,11.623295,10
15321,M,1.6125,1.2875,0.4375,43.828327,19.94387325,10.3475675,11.7650425,10
15322,M,1.525,1.1875,0.4,29.5685285,12.82814875,6.3219385,9.48290775,10
15323,M,1.175,0.9625,0.3,13.8062065,5.57067675,3.061746,4.53592,14
15324,F,1.5375,1.175,0.4625,32.16250775,16.6411565,7.15824875,8.9300925,10
15325,F,1.5625,1.25,0.5,39.19318375,16.71203025,8.0796075,10.8011595,10
15326,I,0.9375,0.7,0.2,6.6054335,2.6365035,1.54504775,1.984465,8
15327,F,1.3125,1,0.325,18.1153305,7.711064,3.86970675,5.2446575,13
15328,I,1.425,1.05,0.3625,22.66542525,9.8939755,4.6776675,7.087375,10
15329,F,1.2875,0.9875,0.325,20.38193025,9.31281075,4.5075705,4.9611625,6
15330,M,1.5625,1.2125,0.4375,36.38658325,16.82542825,7.597666,9.7805775,9
15331,I,0.8,0.6,0.2125,4.55009475,1.5025235,0.86465975,1.417475,6
